text,label
What is setup.py? What is setup.py and how can it be configured or used?,66
"How to cherry-pick multiple commits I have two branches. Commit a is the head of one, while the other has b, c, d, e and f on top of a. I want to move c, d, e and f to first branch without commit b. Using cherry pick it is easy: ...",25
"How to find the sum of an array of numbers Given an array [1, 2, 3, 4], how can I find the sum of its elements? (In this case, the sum would be 10.)

I thought $.each might be useful, but I'm not sure how to implement it.",105
"How can I open a URL in Android's web browser from my application? How to open a URL from code in the built-in web browser rather than within my application?
I tried this:
try {
    Intent myIntent = new Intent(Intent.ACTION_VIEW, Uri.parse(download_link));
    ...",98
"Compiling an application for use in highly radioactive environments [closed] We are compiling an embedded C++ application that is deployed in a shielded device in an environment bombarded with ionizing radiation. We are using GCC and cross-compiling for ARM. When deployed, our ...",37
"Try-catch speeding up my code? I wrote some code for testing the impact of try-catch, but seeing some surprising results.

static void Main(string[] args)
{
    Thread.CurrentThread.Priority = ThreadPriority.Highest;
    Process....",23
"How do I migrate an SVN repository with history to a new Git repository? I read the Git manual, FAQ, Git - SVN crash course, etc. and they all explain this and that, but nowhere can you find a simple instruction like:

SVN repository in: svn://myserver/path/to/svn/repos

...",76
"How can I flush the output of the print function? How do I force Python's print function to flush the buffered output to the screen?

See also: Disable output buffering if the goal is to change the buffering behaviour generally. This question is ...",66
"Create a tag in a GitHub repository I have a GitHub repository and I need to tag it.
I created a tag in a shell using the following command:
git tag 2.0
git tag
>>> 2.0

The tag does exist locally, but does not appear on GitHub....",25
Get the current year in JavaScript How do I get the current year in JavaScript?,105
"Merge / convert multiple PDF files into one PDF [closed] How could I merge / convert multiple PDF files into one large PDF file?

I tried the following, but the content of the target file was not as expected:

convert file1.pdf file2.pdf merged.pdf
I need a ...",72
Is null check needed before calling instanceof? Will null instanceof SomeClass return false or throw a NullPointerException?,115
"How can I undo pushed commits using Git? I have a project in a remote repository, synchronized with a local repository (development) and the server one (production).
I've been making some committed changes already pushed to remote and pulled ...",25
"How do I remove the passphrase for the SSH key without having to create a new key? I set a passphrase when creating a new SSH key on my laptop. But, as I realise now, this is quite painful when you are trying to commit (Git and SVN) to a remote location over SSH many times in an ...",13
"What are the options for storing hierarchical data in a relational database? [closed] Good Overviews
Generally speaking, you're making a decision between fast read times (for example, nested set) or fast write times (adjacency list). Usually, you end up with a combination of the ...",12
'Static readonly' vs. 'const' I've read around about const and static readonly fields. We have some classes which contain only constant values. They are used for various things around in our system. So I am wondering if my ...,23
How to remove remote origin from a Git repository I just did git init to initialize my folder as Git repository and then added a remote repository using git remote add origin URL. Now I want to remove this git remote add origin and add a new ...,25
"Using Auto Layout in UITableView for dynamic cell layouts & variable row heights How do you use Auto Layout within UITableViewCells in a table view to let each cell's content and subviews determine the row height (itself/automatically), while maintaining smooth scrolling ...",74
"Fastest way to determine if an integer's square root is an integer I'm looking for the fastest way to determine if a long value is a perfect square (i.e. its square root is another integer): 
I've done it the easy way, by using the built-in Math.sqrt()
function, but ...",115
"Filename too long in Git for Windows I'm using Git-1.9.0-preview20140217 for Windows. As I know, this release should fix the issue with too long filenames. But not for me.
Surely I'm doing something wrong: I did git config core.longpaths ...",63
"How can you get the build/version number of your Android application? I need to figure out how to get or make a build number for my Android application. I need the build number to display in the UI.
Do I have to do something with AndroidManifest.xml?",98
"How to get GET (query string) variables in Express.js on Node.js? Can we get the variables in the query string in Node.js just like we get them in $_GET in PHP?

I know that in Node.js we can get the URL in the request. Is there a method to get the query string ...",46
"Transport security has blocked a cleartext HTTP What setting do I need to put in my info.plist to enable HTTP mode as per the following error message?
  Transport security has blocked a cleartext HTTP (http://) resource
  load since it is insecure. ...",74
"Where to place the 'assets' folder in Android Studio? I am confused about the assets folder. It doesn't come auto-created in Android Studio, and almost all the forums in which this is discussed talk about Eclipse.

How can the Assets directory be ...",20
"How do I update the GUI from another thread? Which is the simplest way to update a Label from another Thread?
I have a Form running on thread1, and from that I'm starting another thread (thread2). 
While thread2 is processing some files I would ...",23
"How do I vertically align text in a div? I am trying to find the most effective way to align text with a div. I have tried a few things and none seem to work.



.testimonialText {
  position: absolute;
  left: 15px;
  top: 15px;
  ...",14
"Create a dictionary with comprehension Can I use list comprehension syntax to create a dictionary?
For example, by iterating over pairs of keys and values:
d = {... for k, v in zip(keys, values)}",66
"A potentially dangerous Request.Form value was detected from the client Every time a user posts something containing < or > in a page in my web application, I get this exception thrown.

I don't want to go into the discussion about the smartness of throwing an ...",62
"Custom HTTP headers : naming conventions Several of our users have asked us to include data relative to their account in the HTTP headers of requests we send them, or even responses they get from our API.
What is the general convention to ...",21
"How can I concatenate two arrays in Java? I need to concatenate two String arrays in Java.
void f(String[] first, String[] second) {
    String[] both = ???
}

Which is the easiest way to do this?",115
"YYYY-MM-DD format date in shell script I tried using $(date) in my bash shell script, however, I want the date in YYYY-MM-DD format.
How do I get this?",49
"How do I make a redirect in PHP? Is it possible to redirect a user to a different page through the use of PHP?

Say the user goes to www.example.com/page.php and I want to redirect them to www.example.com/index.php, how would I do so ...",73
"How can I center an absolutely positioned element in a div? I want to place a div (with position:absolute;) element in the center of the window. But I'm having problems doing so, because the width is unknown.
I tried the following CSS code, but it needs to be ...",119
"Convert integer to string in Python How do I convert an integer to a string?
42   ⟶   ""42""
For the reverse, see How do I parse a string to a float or int?. Floats can be handled similarly, but handling the decimal points can ...",66
"What is the difference between a field and a property? In C#, what makes a field different from a property, and when should a field be used instead of a property?",23
"pg_config executable not found I am having trouble installing psycopg2. I get the following error when I try to pip install psycopg2:

Error: pg_config executable not found.

Please add the directory containing pg_config to the ...",66
"How can I rename a database column in a Ruby on Rails migration? I wrongly named a column hased_password instead of hashed_password.

How do I update the database schema, using migration to rename this column?",1
Cycles in family tree software I am the developer of some family tree software (written in C++ and Qt). I had no problems until one of my customers mailed me a bug report. The problem is that the customer has two children with ...,37
"How do I delete unpushed git commits? I accidentally committed to the wrong branch.
How do I delete that commit?",25
"Why is Dictionary preferred over Hashtable in C#? In most programming languages, dictionaries are preferred over hashtables.
What are the reasons behind that?",23
Ignoring directories in Git repositories on Windows How can I ignore directories or folders in Git using msysgit on Windows?,63
"How to switch databases in psql? In MySQL, I used use database_name;
What's the psql equivalent?",44
"Merge/flatten an array of arrays I have a JavaScript array like:

[[""$6""], [""$12""], [""$25""], [""$25""], [""$18""], [""$22""], [""$10""]]
How would I go about merging the separate inner arrays into one like:

[""$6"", ""$12"", ""$25"", ...]",105
"Use of *args and **kwargs [duplicate] So I have difficulty with the concept of *args and **kwargs.

So far I have learned that:
*args = list of arguments - as positional arguments
**kwargs = dictionary - whose keys become separate keyword ...",66
"GitHub relative link in Markdown file Is there a way to create a URL anchor, <a>, link from within a Markdown file, to another file within the same repository and branch (aka a link relative to the current branch)?

For example, in ...",116
"Catch and print full Python exception traceback without halting/exiting the program I want to catch and log exceptions without exiting, e.g.,
try:
    do_stuff()
except Exception as err:
    print(Exception, err)
    # I want to print the entire traceback here,
    # not just the ...",66
"Interface vs Abstract Class (general OO) I have recently had two telephone interviews where I've been asked about the differences between an Interface and an Abstract class. I have explained every aspect of them I could think of, but it ...",6
"Change column type in pandas I created a DataFrame from a list of lists:
table = [
    ['a',  '1.2',  '4.2' ],
    ['b',  '70',   '0.03'],
    ['x',  '5',    '0'   ],
]

df = pd.DataFrame(table)

How do I convert the columns to ...",66
"Read environment variables in Node.js Is there a way to read environment variables in Node.js code?

Like for example Python's os.environ['HOME'].",105
"Is there a ""null coalescing"" operator in JavaScript? Is there a null coalescing operator in Javascript?

For example, in C#, I can do this:

String someString = null;
var whatIWant = someString ?? ""Cookies!"";
The best approximation I can figure out for ...",105
"What is the ""right"" JSON date format? I've seen so many different standards for the JSON date format:

""\""\\/Date(1335205592410)\\/\""""         .NET JavaScriptSerializer
""\""\\/Date(1335205592410-0500)\\/\""""    .NET ...",105
"How do I find Waldo with Mathematica? This was bugging me over the weekend: What is a good way to solve those Where's Waldo?  ['Wally' outside of North America] puzzles, using Mathematica (image-processing and other functionality)?

Here ...",68
"How do I sort a dictionary by key? How do I sort a dictionary by its keys?
Example input:
{2:3, 1:89, 4:5, 3:0}

Desired output:
{1:89, 2:3, 3:0, 4:5}",66
"What are the differences between type() and isinstance()? [duplicate] What are the differences between these two code snippets?
Using type:
import types

if type(a) is types.DictType:
    do_something()
if type(b) in types.StringTypes:
    do_something_else()

Using ...",66
"How to join (merge) data frames (inner, outer, left, right) Given two data frames:
df1 = data.frame(CustomerId = c(1:6), Product = c(rep(""Toaster"", 3), rep(""Radio"", 3)))
df2 = data.frame(CustomerId = c(2, 4, 6), State = c(rep(""Alabama&...",0
"How to compare arrays in JavaScript? I'd like to compare two arrays... ideally, efficiently. Nothing fancy, just true if they are identical, and false if not. Not surprisingly, the comparison operator doesn't seem to work.

var a1 = [1,2,...",105
How do I set distance between flexbox items? To set the minimal distance between flexbox items I'm using margin: 0 5px on .item and margin: 0 -5px on container. This seems like a hack. Is there another property or method intended to accomplish ...,119
"What are bitwise shift (bit-shift) operators and how do they work? I've been attempting to learn C in my spare time, and other languages (C#, Java, etc.) have the same concept (and often the same operators)...
At a core level, what does bit-shifting (<<, >&...",93
"How do I convert a float number to a whole number in JavaScript? I'd like to convert a float to a whole number in JavaScript. Actually, I'd like to know how to do BOTH of the standard conversions: by truncating and by rounding. And efficiently, not via converting ...",105
"What is the purpose of Node.js module.exports and how do you use it? What is the purpose of Node.js module.exports and how do you use it?
I can't seem to find any information on this, but it appears to be a rather important part of Node.js as I often see it in source ...",105
"How can I select an element by name with jQuery? I have a table column I’m trying to expand and hide. jQuery seems to hide the <td> elements when I select it by class but not by the element’s name.
For example:
$("".bold"").hide(); // ...",105
"Turning off auto indent when pasting text into vim I am making the effort to learn Vim.

When I paste code into my document from the clipboard, I get extra spaces at the start of each new line:

line
  line
    line
I know you can turn off auto indent ...",88
"Default behavior of ""git push"" without a branch specified I use the following command to push to my remote branch:

git push origin sandbox
If I say

git push origin
does that push changes in my other branches too, or does it only update my current branch? I ...",25
"Passing parameters to a Bash function I am trying to search how to pass parameters in a Bash function, but what comes up is always how to pass parameter from the command line.
I would like to pass parameters within my script. I tried:
...",49
"How can I get the full object in Node.js's console.log(), rather than '[Object]'? I have this object:
const myObject = {
   ""a"":""a"",
   ""b"":{
      ""c"":""c"",
      ""d"":{
         ""e"":""e"",
         ""...",105
How do I create a file and write to it? What's the simplest way to create and write to a (text) file in Java?,115
"Remove a git commit which has not been pushed I did a git commit but I have not pushed it to the repository yet.
So when I do git status, I get '# Your branch is ahead of 'master' by 1 commit.

So if I want to roll back my top commit, can I just ...",25
"How to check if a value exists in an array in Ruby I have a value 'Dog' and an array ['Cat', 'Dog', 'Bird']. 

How do I check if it exists in the array without looping through it? Is there a simple way of checking if the value exists, nothing more?",83
"How do I check if an array includes a value in JavaScript? What is the most concise and efficient way to find out if a JavaScript array contains a value?
This is the only way I know to do it:
function contains(a, obj) {
    for (var i = 0; i < a.length; i++...",105
"Undo a Git merge that hasn't been pushed yet I accidentally ran git merge some_other_branch on my local master branch. I haven't pushed the changes to origin master. How do I undo the merge?

After merging, git status says:
# On branch master
# ...",25
"How do I get a timestamp in JavaScript? I want a single number that represents the current date and time, like a Unix timestamp.",105
How do I clone all remote branches? My master and development branches are tracked remotely on GitHub. How do I clone both these branches?,25
"How to pass ""Null"" (a real surname!) to a SOAP web service in ActionScript 3 We have an employee whose surname is Null. Our employee lookup application is killed when that last name is used as the search term (which happens to be quite often now). The error received is:
<...",57
"How do I update or sync a forked repository on GitHub? I forked a project, made changes, and created a pull request which was accepted. New commits were later added to the repository. How do I get those commits into my fork?",25
"How do I read / convert an InputStream into a String in Java? If you have a java.io.InputStream object, how should you process that object and produce a String?

Suppose I have an InputStream that contains text data, and I want to convert it to a String, so for ...",115
What is the difference between @staticmethod and @classmethod in Python? What is the difference between a method decorated with @staticmethod and one decorated with @classmethod?,66
"How do I remove a submodule? How do I remove a Git submodule?
Why can't I do
git submodule rm module_name?",25
"How slicing in Python works How does Python's slice notation work? That is: when I write code like a[x:y:z], a[:], a[::2] etc., how can I understand which elements end up in the slice?

See Why are slice and range upper-bound ...",66
"Setting ""checked"" for a checkbox with jQuery I'd like to do something like this to tick a checkbox using jQuery:

$("".myCheckBox"").checked(true);
or

$("".myCheckBox"").selected(true);
Does such a thing exist?",105
How do I check if a directory exists or not in a Bash shell script? What command checks if a directory exists or not within a Bash shell script?,49
"Why does Google prepend while(1); to their JSON responses? Why does Google prepend while(1); to their (private) JSON responses?

For example, here's a response while turning a calendar on and off in Google Calendar:

while (1);
[
  ['u', [
    ['smsSentFlag', ...",105
"""Thinking in AngularJS"" if I have a jQuery background? [closed] Suppose I'm familiar with developing client-side applications in jQuery, but now I'd like to start using AngularJS. Can you describe the paradigm shift that is necessary? Here are a few questions that ...",105
"How is Docker different from a virtual machine? I keep rereading the Docker documentation to try to understand the difference between Docker and a full VM. How does it manage to provide a full filesystem, isolated networking environment, etc. ...",59
"How do I pass data between Activities in Android application? I have a scenario where, after logging in through a login page, there will be a sign-out button on each activity.

On clicking sign-out, I will be passing the session id of the signed in user to sign-...",98
"Where does npm install packages? Can someone tell me where can I find the Node.js modules, which I installed using npm?",105
"Path.Combine for URLs? Path.Combine is handy, but is there a similar function in the .NET framework for URLs?

I'm looking for syntax like this:

Url.Combine(""http://MyUrl.com/"", ""/Images/Image.jpg"")
which would return:

""...",23
"How to manage a redirect request after a jQuery Ajax call I'm using $.post() to call a servlet using Ajax and then using the resulting HTML fragment to replace a div element in the user's current page. However, if the session times out, the server sends a ...",105
"How to copy a dictionary and only edit the copy I set dict2 = dict1. When I edit dict2, the original dict1 also changes. How can I avoid this?
>>> dict1 = {""key1"": ""value1"", ""key2"": ""value2""}
>>...",66
"Using group by on multiple columns I understand the point of GROUP BY x.
But how does GROUP BY x, y work, and what does it mean?",12
"How do function pointers in C work? I had some experience lately with function pointers in C.

So going on with the tradition of answering your own questions, I decided to make a small summary of the very basics, for those who need a ...",40
"How to manually send HTTP POST requests from Firefox or Chrome browser I want to test some URLs in a web application I'm working on. For that I would like to manually create HTTP POST requests (meaning I can add whatever parameters I like).
Is there any functionality in ...",42
"How can I declare and use Boolean variables in a shell script? I tried to declare a Boolean variable in a shell script using the following syntax:

variable=$false

variable=$true
Is this correct? Also, if I wanted to update that variable would I use the same ...",49
"How do you rename a Git tag? Today I was looking through the logs for a project and realized that I fat fingered a tag name some time ago. Is there some way to rename the tag? Google hasn't turned up anything useful.

I realize I ...",25
"Get a random item from a JavaScript array [duplicate] var items = Array(523, 3452, 334, 31, ..., 5346);

How do I get random item from items?",105
"How can I use grep to show just filenames on Linux? [closed] How can I use grep to show just file-names (no in-line matches) on Linux?
I am usually using something like:
find . -iname ""*php"" -exec grep -H myString {} \;

How can I just get the file-...",72
"Is there a built-in function to print all the current properties and values of an object? So what I'm looking for here is something like PHP's print_r function.
This is so I can debug my scripts by seeing what's the state of the object in question.",66
"Why don't self-closing script elements work? What is the reason browsers do not correctly recognize:

<script src=""foobar.js"" /> <!-- self-closing script element -->
Only this is recognized:

<script src=""foobar.js""></script&...",105
"How to convert string to bytes in Python 3 TypeError: 'str' does not support the buffer interface suggests two possible methods to convert a string to bytes:
b = bytes(mystring, 'utf-8')

b = mystring.encode('utf-8')

What are the ...",66
"How to kill a process running on particular port in Linux? [closed] I tried to close the tomcat using ./shutdown.sh from tomcat /bin directory. But found that the server was not closed properly. And thus I was unable to restartMy tomcat is running on port 8080.

I ...",72
".gitignore exclude folder but include specific subfolder I have a folder application/, which I add to the .gitignore.
Inside the application/-folder there is a folder application/language/gr.
How can I include this folder?
I've tried this:
application/
!...",25
How do I use threading in Python? I would like a clear example showing tasks being divided across multiple threads.,66
"Difference between Constructor and ngOnInit Angular provides life cycle hook ngOnInit by default.

Why should ngOnInit be used, if we already have a constructor?",101
"Proper MIME media type for PDF files When working with PDFs, I've run across the MIME types application/pdf and application/x-pdf among others. 

Is there a difference between these two types, and if so what is it? Is one preferred over ...",67
"Where can I find documentation on formatting a date in JavaScript? [closed] I noticed that JavaScript's new Date() function is very smart in accepting dates in several formats.

Xmas95 = new Date(""25 Dec, 1995 23:15:00"")
Xmas95 = new Date(""2009 06 12,12:52:39"")
Xmas95 = new ...",105
"Check synchronously if file/directory exists in Node.js How can I synchronously check, using node.js, if a file or directory exists?",46
"How to fix npm throwing error without sudo I just installed node and npm through the package on nodejs.org, and whenever I try to search or install something with npm, it throws the following error unless I sudo the command.  I have a feeling ...",46
"Why there are two ways to unstage a file in Git? Sometimes git suggests git rm --cached to unstage a file, sometimes git reset HEAD file. When should I use which?
D:\code\gt2>git init
Initialized empty Git repository in D:/code/gt2/.git/
D:\code\...",25
"UnicodeEncodeError: 'ascii' codec can't encode character u'\xa0' in position 20: ordinal not in range(128) I'm having problems dealing with unicode characters from text fetched from different web pages (on different sites). I am using BeautifulSoup. 

The problem is that the error is not always ...",66
"How to extend an existing JavaScript array with another array, without creating a new array There doesn't seem to be a way to extend an existing JavaScript array with another array, i.e. to emulate Python's extend method.

I want to achieve the following:

>>> a = [1, 2]
[1, 2]
>&...",105
"When are you supposed to use escape instead of encodeURI / encodeURIComponent? When encoding a query string to be sent to a web server - when do you use escape() and when do you use encodeURI() or encodeURIComponent():
Use escape:
escape(""% +&="");

OR
use encodeURI(...",105
"Check if checkbox is checked with jQuery How can I check if a checkbox in a checkbox array is checked using the id of the checkbox array?

I am using the following code, but it always returns the count of checked checkboxes regardless of id.
...",105
"How do I move a file in Python? How can I do the equivalent of mv in Python?
mv ""path/to/current/file.foo"" ""path/to/new/destination/for/file.foo""",66
"LINQ's Distinct() on a particular property I am playing with LINQ to learn about it, but I can't figure out how to use Distinct when I do not have a simple list (a simple list of integers is pretty easy to do, this is not the question). What I ...",23
"Sort (order) data frame rows by multiple columns I want to sort a data frame by multiple columns. For example, with the data frame below I would like to sort by column 'z' (descending) then by column 'b' (ascending):
dd <- data.frame(b = factor(c(...",0
"How do I pass environment variables to Docker containers? How can one access an external database from a container? Is the best way to hard code in the connection string?
# Dockerfile
ENV DATABASE_URL amazon:rds/connection?string",59
"How do I get the full path of the current file's directory? [duplicate] How do I get the current file's directory path?
I tried:
>>> os.path.abspath(__file__)
'C:\\python27\\test.py'

But I want:
'C:\\python27\\'",66
"Sending command line arguments to npm script The scripts portion of my package.json currently looks like this:
""scripts"": {
    ""start"": ""node ./script.js server""
}

...which means I can run npm start to start the ...",105
"Object comparison in JavaScript [duplicate] What is the best way to compare objects in JavaScript?

Example:

var user1 = {name : ""nerd"", org: ""dev""};
var user2 = {name : ""nerd"", org: ""dev""};
var eq = user1 == user2;
alert(eq); // gives false
I ...",105
"What is the use of ""assert"" in Python? What does assert mean? How is it used?",66
Null object in Python How do I refer to the null object in Python?,66
"Safely turning a JSON string into an object Given a string of JSON data, how can I safely turn that string into a JavaScript object?

Obviously I can do this unsafely with something like:

var obj = eval(""("" + json + ')');
but that leaves me ...",105
How to compare a local Git branch with its remote branch How can I see the diff between a local branch and a remote branch?,25
"How can I know if a branch has been already merged into master? I have a git repository with multiple branches.
How can I know which branches are already merged into the main/master branch?",25
"Virtual member call in a constructor I'm getting a warning from ReSharper about a call to a virtual member from my objects constructor. 

Why would this be something not to do?",23
Removing duplicates in lists How can I check if a list has any duplicates and return a new list without duplicates?,66
"Passing data between view controllers I'm new to iOS and Objective-C and the whole MVC paradigm and I'm stuck with the following:
I have a view that acts as a data entry form and I want to give the user the option to select multiple ...",74
What are the -Xms and -Xmx parameters when starting JVM? What are the Xms and Xmx parameters in JVMs - and what are their default values?,115
"How do I print an exception in Python? How do I print the error/exception in the except: block?
try:
    ...
except:
    print(exception)",66
How do I create a copy of a directory in Unix/Linux? [closed] I want to recursively create a copy of a directory and all its contents (e.g. files and subdirectories).,72
"Why can't Python parse this JSON data? [closed] I have this JSON in a file:
{
    ""maps"": [
        {
            ""id"": ""blabla"",
            ""iscategorical"": ""0""
        },
        {
            &...",66
Local Storage vs Cookies [closed] I want to reduce load times on my websites by moving all cookies into local storage since they seem to have the same functionality. Are there any pros/cons (especially performance-wise) in using local ...,14
"Is there a way to get the source code from an APK file? The hard drive on my laptop just crashed and I lost all the source code for an app that I have been working on for the past two months.
All I have is the APK file that is stored in my email from when ...",98
"Can I concatenate multiple MySQL rows into one field? Using MySQL, I can do something like:

SELECT hobbies FROM peoples_hobbies WHERE person_id = 5;
My Output:

shopping
fishing
coding
but instead I just want 1 row, 1 col:

Expected Output:

shopping, ...",45
"How do I diff the same file between two different commits on the same branch? In Git, how could I compare the same file between two different commits (not contiguous) on the same branch (master for example)?

I'm searching for a compare feature like the one in Visual SourceSafe ...",25
"How do I check which version of Python is running my script? How do I check which version of the Python interpreter is running my script?

 See Find full path of the Python interpreter (Python executable)? if you are looking to find exactly which interpreter is ...",66
"How does the ""this"" keyword work, and when should it be used? I am looking to find a clear explanation of what the ""this"" keyword does, and how to use it correctly.
It seems to behave strangely, and I don't fully understand why.
How does this work and ...",105
"Check if element exists in jQuery [duplicate] How do I check if an element exists if the element is created by .append() method?
$('elemId').length doesn't work for me.",105
"How to remove old Docker containers This question is related to Should I be concerned about excess, non-running, Docker containers?.

I'm wondering how to remove old containers. The docker rm 3e552code34a lets you remove a single one, ...",59
Send HTTP POST request in .NET How can I make an HTTP POST request and send data in the body?,23
"What are these three dots in React doing? What does the ... do in this React (using JSX) code and what is it called?

<Modal {...this.props} title='Modal heading' animation={false}>",105
How to calculate difference between two dates (number of days)? How can one calculate the number of days between two dates in C#?,23
"What is the best way to add options to a select from a JavaScript object with jQuery? What is the best method for adding options to a <select> from a JavaScript object using jQuery?

I'm looking for something that I don't need a plugin to do, but I would also be interested in the ...",105
"Undo Git pull. How to bring repositories to the old state Is there a way to revert or undo Git pull, so that my source/repositories will come to the old state that was before doing Git pull?
I want to do this, because it merged some files which I didn't want ...",25
"offsetting an html anchor to adjust for fixed header [duplicate] I am trying to clean up the way my anchors work. I have a header that is fixed to the top of the page, so when you link to an anchor elsewhere in the page, the page jumps so the anchor is at the top ...",105
"How to make a class JSON serializable How to make a Python class serializable?
class FileItem:
    def __init__(self, fname):
        self.fname = fname

Attempt to serialize to JSON:
>>> import json
>>> x = FileItem('/...",66
"How to round a number to n decimal places in Java What I would like is a method to convert a double to a string which rounds using the half-up method - i.e. if the decimal to be rounded is 5, it always rounds up to the next number. This is the ...",115
"Ignoring any 'bin' directory on a git project I have a directory structure like this:
.git/
.gitignore
main/
  ...
tools/
  ...
...

Inside main and tools, and any other directory, at any level, there can be a 'bin' directory, which I want to ...",25
"What is the difference between MVC and MVVM? Is there a difference between the standard ""Model View Controller"" pattern and Microsoft's Model/View/ViewModel pattern?",106
"Naming Classes - How to avoid calling everything a ""<WhatEver>Manager""? [closed] A long time ago I have read an article (I believe a blog entry) which put me on the ""right"" track on naming objects: Be very very scrupulous about naming things in your program.

For example if my ...",18
How to do case insensitive string comparison? How do I perform case insensitive string comparison in JavaScript?,105
"How can I grep recursively, but only in files with certain extensions? I'm working on a script to grep certain directories:
{ grep -r -i CP_Image ~/path1/;
grep -r -i CP_Image ~/path2/;
grep -r -i CP_Image ~/path3/;
grep -r -i CP_Image ~/path4/;
grep -r -i CP_Image ~/...",104
"How to deal with SettingWithCopyWarning in Pandas Background
I just upgraded my Pandas from 0.11 to 0.13.0rc1. Now, the application is popping out many new warnings. One of them like this:
E:\FinReporter\FM_EXT.py:449: SettingWithCopyWarning: A value ...",66
"How to escape single quotes within single quoted strings Let's say, you have a Bash alias like:

alias rxvt='urxvt'
which works fine.

However:

alias rxvt='urxvt -fg '#111111' -bg '#111111''
won't work, and neither will:

alias rxvt='urxvt -fg \'#111111\' -...",49
"Memcached vs. Redis? [closed] We're using a Ruby web-app with Redis server for caching. Is there a point to test Memcached instead?

What will give us better performance? Any pros or cons between Redis and Memcached?

Points to ...",9
"How can I ""add existing frameworks"" in Xcode 4? I can't find the good old ""Add existing frameworks"" option. How do I do this?

We're talking about Xcode 4 DP2 (in the context of iPhone development, as far as it matters...).",97
How do you do block comments in YAML? How do I comment a block of lines in YAML?,79
"Automatically create file 'requirements.txt' Sometimes I download the Python source code from GitHub and don't know how to install all the dependencies. If there isn't any requirements.txt file I have to create it by hand.
Given the Python ...",66
What is the difference between match_parent and fill_parent? I'm a little confused about two XML properties: match_parent and fill_parent. It seems that both are the same. Is there any difference between them?,98
"How to drop rows of Pandas DataFrame whose value in a certain column is NaN I have this DataFrame and want only the records whose EPS column is not NaN:
                 STK_ID  EPS  cash
STK_ID RPT_Date                   
601166 20111231  601166  NaN   NaN
600036 20111231  ...",66
"Running shell command and capturing the output I want to write a function that will execute a shell command and return its output as a string, no matter, is it an error or success message. I just want to get the same result that I would have ...",66
"What are the differences between NP, NP-Complete and NP-Hard? What are the differences between NP, NP-Complete and NP-Hard?

I am aware of many resources all over the web. I'd like to read your explanations, and the reason is they might be different from what's ...",100
"How do I remove a single file from the staging area (undo git add)? Situation: I have a Git repository with files already in the index.  I make changes to several files, open Git and add these files to my staging area with ""git add .""

Question: How do I remove one of ...",25
"Hidden Features of C#? [closed] This came to my mind after I learned the following from this question:

where T : struct
We, C# developers, all know the basics of C#. I mean declarations, conditionals, loops, operators, etc.

Some ...",23
"What does the exclamation mark do before the function? I found this code:
!function () {}();

What is the purpose of the exclamation mark here?",105
"What is the difference between JOIN and INNER JOIN? Both these joins will give me the same results:

SELECT * FROM table JOIN otherTable ON table.ID = otherTable.FK
vs

SELECT * FROM table INNER JOIN otherTable ON table.ID = otherTable.FK
Is there any ...",12
"How can I overcome ""datetime.datetime not JSON serializable""? I have a basic dict as follows:
sample = {}
sample['title'] = ""String""
sample['somedate'] = somedatetimehere

When I try to do jsonify(sample) I get:

TypeError: datetime.datetime(2012, 8, 8,...",66
"Maintain the aspect ratio of a div with CSS I want to create a responsive div that can change its width/height as the window's width changes.
Are there any CSS rules that would allow the height to change according to the width, while ...",14
"What is the difference between gravity and layout_gravity in Android? I know we can set the following values to the android:gravity and  android:layout_gravity properties:
center
center_vertical
center_horizontal, etc.
But I am confused regarding both of these.

What is ...",98
"Trigger a button click with JavaScript on the Enter key in a text box I have one text input and one button (see below). How can I use JavaScript to trigger the button's click event when the Enter key is pressed inside the text box?

There is already a different submit ...",105
How to rebase local branch onto remote master I have a cloned project from a master branch from remote repository remote_repo. I created a new branch and I committed to that branch. Other programmers pushed to the master branch in the remote_repo....,25
How to change the href attribute for a hyperlink using jQuery How can you change the href attribute (link target) for a hyperlink using jQuery?,105
"How do I fold/collapse/hide sections of code in Visual Studio Code? How do I fold or collapse sections of code in Visual Studio Code?

Is this feature supported?",54
"How to align content of a div to the bottom Say I have the following CSS and HTML code:



#header {
  height: 150px;
}
<div id=""header"">
  <h1>Header title</h1>
  Header content (one or multiple lines)
</div>

...",14
"String formatting: % vs. .format vs. f-string literal There are various string formatting methods:

Python <2.6: ""Hello %s"" % name
Python 2.6+: ""Hello {}"".format(name)   (uses str.format)
Python 3.6+: f""{name}""   (uses f-...",66
"JavaScriptSerializer - JSON serialization of enum as string I have a class that contains an enum property, and upon serializing the object using JavaScriptSerializer, my json result contains the integer value of the enumeration rather than its string ""...",23
"What is the difference between the remap, noremap, nnoremap and vnoremap mapping commands in Vim? What is the difference between the remap, noremap, nnoremap and vnoremap mapping commands in Vim?",88
"How do I create multiline comments in Python? How do I make multi-line comments? Most languages have block comment symbols like:
/*

*/",66
"Display number with leading zeros [duplicate] How do I display a leading zero for all numbers with less than two digits?
1    →  01
10   →  10
100  →  100",66
"Check if table exists in SQL Server I would like this to be the ultimate discussion on how to check if a table exists in SQL Server 2000/2005 using SQL Statements.
Here are two possible ways of doing it. Which one is the standard/best ...",81
